CFOP;DESCRIÇÃO RESUMIDA [original];DESCRIÇÃO DETALHADA;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.915;5.915 - Remessa de mercadoria ou bem para conserto ou reparo.;Classificam-se neste código as remessas de mercadorias ou bens para conserto ou reparo.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.916;5.916 - Retorno de mercadoria ou bem recebido para conserto ou reparo.;Classificam-se neste código as remessas em devolução de mercadorias ou bens recebidos para conserto ou reparo.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.917;5.917 - Remessa de mercadoria em consignação mercantil ou industrial.;Classificam-se neste código as remessas de mercadorias a título de consignação mercantil ou industrial.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.918;5.918 - Devolução de mercadoria recebida em consignação mercantil ou industrial.;Classificam-se neste código as devoluções de mercadorias recebidas anteriormente a título de consignação mercantil ou industrial.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.919;5.919 - Devolução simbólica de mercadoria vendida ou utilizada em processo industrial, recebida anteriormente em consignação mercantil ou industrial.;Classificam-se neste código as devoluções simbólicas de mercadorias vendidas ou utilizadas em processo industrial, que tenham sido recebidas anteriormente a título de consignação mercantil ou industrial.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.920;5.920 - Remessa de embalagens, bombonas, vasilhames, sacarias, pallets, containers ou assemelhados.;Classificam-se neste código as remessas de embalagens, bombonas, vasilhames, sacarias, pallets, containers ou assemelhados que sirvam para acondicionar mercadorias e produtos.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.921;5.921 - Devolução de embalagens, bombonas, vasilhames, sacarias, pallets, containers ou assemelhados.;Classificam-se neste código as devoluções de embalagens, bombonas, vasilhames, sacarias, pallets, containers ou assemelhados que sirvam para acondicionar mercadorias e produtos.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.922;5.922 - Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura.;Classificam-se neste código os registros efetuados a título de simples faturamento decorrente de venda para entrega futura.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.923;5.923 - Remessa de mercadoria por conta e ordem de terceiros, em venda à ordem ou em operações com armazém geral ou depósito fechado.;Classificam-se neste código as saídas correspondentes à entrega de mercadorias por conta e ordem de terceiros, em vendas à ordem, cuja venda ao adquirente originário foi classificada nos códigos “5.118 - Venda de produção do estabelecimento entregue ao destinatário por conta e ordem do adquirente originário, em venda à ordem” ou “5.119 - Venda de mercadoria adquirida ou recebida de terceiros entregue ao destinatário por conta e ordem do adquirente originário, em venda à ordem”. Também serão classificadas neste código as remessas, por conta e ordem de terceiros, de mercadorias depositadas ou para depósito em depósito fechado ou armazém geral.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.924;5.924 - Remessa para industrialização por conta e ordem do adquirente da mercadoria, quando esta não transitar pelo estabelecimento do adquirente.;Classificam-se neste código as saídas de insumos com destino a estabelecimento industrializador, para serem industrializados por conta e ordem do adquirente, nas hipóteses em que os insumos não tenham transitado pelo estabelecimento do adquirente dos mesmos.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.925;5.925 - Retorno de mercadoria recebida para industrialização por conta e ordem do adquirente da mercadoria, quando aquela não transitar pelo estabelecimento do adquirente.;Classificam-se neste código as remessas, pelo estabelecimento industrializador, dos insumos recebidos, por conta e ordem do adquirente, para industrialização e incorporados ao produto final, nas hipóteses em que os insumos não tenham transitado pelo estabelecimento do adquirente. O valor dos insumos nesta operação deverá ser igual ao valor dos insumos recebidos para industrialização.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.926;5.926 - Lançamento efetuado a título de reclassificação de mercadoria decorrente de formação de kit ou de sua desagregação.;Classificam-se neste código os registros efetuados a título de reclassificação decorrente de formação de kit de mercadorias ou de sua desagregação.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.927;5.927 - Lançamento efetuado a título de baixa de estoque.;Classificam-se neste código os registros efetuados a título de baixa de estoque decorrente de perda, roubo, deterioração, ajuste ou transferência para imobilizado ou consumo próprio.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.928;5.928 - Lançamento efetuado a título de baixa de estoque decorrente do encerramento da atividade do estabelecimento da empresa ou transferência por venda do fundo de comércio.;Classificam-se neste código os registros efetuados a título de baixa de estoque decorrente do encerramento das atividades do estabelecimento da empresa ou transferência por venda do fundo de comércio.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.929;5.929 - Lançamento efetuado em decorrência de emissão de documento fiscal relativo a operação ou prestação também acobertada por documento fiscal do varejo.;Classificam-se neste código os registros relativos aos documentos fiscais emitidos em operações ou prestações que também tenham sido acobertadas por documento fiscal do varejo.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.933;5.933 - Prestação de serviço sujeito ao ISSQN.;Classificam-se neste código as prestações de serviço que estão fora do campo de incidência do ICMS, mas que fazem parte do valor total de documentos fiscais.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.934;5.934 - Remessa simbólica de mercadoria depositada em armazém geral ou depósito fechado.;Classificam-se neste código as remessas simbólicas de mercadorias depositadas em depósito fechado ou armazém geral, efetuadas nas situações em que haja a transmissão de propriedade com a permanência das mercadorias em depósito ou quando a mercadoria tenha sido entregue pelo remetente diretamente a depósito fechado ou armazém geral.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.935;5.935 - Saída de mercadoria para entrega a revendedores autônomos.;"Classificam-se neste código as saídas de mercadorias promovidas por estabelecimento substituto tributário para a entrega a revendedores autônomos não inscritos;.";;;;;;;;;;;;;;;;;;;;;;;;;;;
5.936;5.936 - Remessa de bonificação.;Classificam-se neste código as remessas de mercadorias recebidas a título de bonificação.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.937;5.937 - Remessa simbólica para industrialização por encomenda.;Classificam-se neste código as remessas simbólicas de insumos remetidos para industrialização por encomenda, a ser realizada em outra empresa ou em outro estabelecimento da mesma empresa.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.938;5.938 - Outras saídas de mercadorias não especificadas anteriormente, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio.;Classificam-se neste código outras saídas destinadas à Zona Franca de Manaus ou Áreas de Livre Comércio.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.949;5.949 - Outra entrada de mercadoria ou prestação de serviço não especificadas.;Classificam-se neste código as outras saídas de mercadorias ou prestações de serviços que não tenham sido especificados nos códigos anteriores.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.950;5.950 - Remessa de mercadoria importada por conta e ordem de terceiros.;Classificam-se neste código as remessas do estabelecimento importador, cuja saída ocorra da repartição alfandegária onde se processou o desembaraço aduaneiro, com destino ao estabelecimento do adquirente, sem transitar pelo estabelecimento do importador.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.953;5.953 - Remessa para depósito ou armazenamento em estabelecimento não classificado como armazém geral ou depósito fechado.;Classificam-se neste código as remessas para depósito ou armazenagem em estabelecimento que não seja depósito fechado ou armazém geral.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.954;5.954 - Remessa simbólica para depósito ou armazenamento em estabelecimento não classificado como armazém geral ou depósito fechado.;Classificam-se neste código as remessas simbólicas para depósito ou armazenagem em estabelecimento que não seja depósito fechado ou armazém geral.;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.955;5.955 - Devolução de produto armazenado em estabelecimento não classificado como armazém geral ou depósito fechado.;Classificam-se neste código as devoluções de produto armazenado em estabelecimento que não seja depósito fechado ou armazém geral.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.000;6.000 - SAÍDAS OU PRESTAÇÕES DE SERVIÇOS PARA OUTROS ESTADOS;Classificam-se, neste grupo, as operações ou prestações em que o estabelecimento remetente esteja localizado em unidade da Federação diversa daquela do destinatário.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.100;6.100 - VENDAS DE PRODUÇÃO PRÓPRIA OU DE TERCEIROS; ;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.101;6.101 - Venda de produção do estabelecimento.;Classificam-se neste código as vendas de produtos industrializados ou produzidos pelo próprio estabelecimento.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.102;6.102 - Venda de mercadoria adquirida ou recebida de terceiros, ou qualquer venda de mercadoria efetuada pelo MEI com exceção das saídas classificadas nos códigos 6.501, 6.502, 6.504 e 6.505.;Classificam-se neste código as vendas de mercadorias adquiridas ou recebidas de terceiros para industrialização ou comercialização, que não tenham sido objeto de qualquer processo industrial no estabelecimento. Também serão classificadas neste código quaisquer vendas de mercadorias efetuadas pelo MEI com exceção das saídas classificadas nos códigos “6.501 - Remessa de produção do estabelecimento, com fim específico de exportação”, “6.502 - Remessa de mercadoria adquirida ou recebida de terceiros, com fim específico de exportação”, “6.504 - Remessa de mercadorias para formação de lote de exportação, de produtos industrializados ou produzidos pelo próprio estabelecimento” e “6.505 - Remessa de mercadorias, adquiridas ou recebidas de terceiros, para formação de lote de exportação”.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.103;6.103 - Venda de produção do estabelecimento, efetuada fora do estabelecimento.;Classificam-se neste código as vendas efetuadas fora do estabelecimento, inclusive por meio de veículo, de produtos industrializados ou produzidos pelo próprio estabelecimento.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.104;6.104 - Venda de mercadoria adquirida ou recebida de terceiros, efetuada fora do estabelecimento.;Classificam-se neste código as vendas efetuadas fora do estabelecimento, inclusive por meio de veículo, de mercadorias adquiridas ou recebidas de terceiros para industrialização ou comercialização, que não tenham sido objeto de qualquer processo industrial no estabelecimento.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.105;6.105 - Venda de produção do estabelecimento que não deva por ele transitar.;Classificam-se neste código as vendas de produtos industrializados no estabelecimento, armazenados em depósito fechado, armazém geral ou outro sem que haja retorno ao estabelecimento depositante.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.106;6.106 - Venda de mercadoria adquirida ou recebida de terceiros, que não deva por ele transitar.;Classificam-se neste código as vendas de mercadorias adquiridas ou recebidas de terceiros para industrialização ou comercialização, armazenadas em depósito fechado, armazém geral ou outro, que não tenham sido objeto de qualquer processo industrial no estabelecimento sem que haja retorno ao estabelecimento depositante. Também serão classificadas neste código as vendas de mercadorias importadas, cuja saída ocorra do recinto alfandegado ou da repartição alfandegária onde se processou o desembaraço aduaneiro, com destino ao estabelecimento do comprador, sem transitar pelo estabelecimento do importador.;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.107;6.107 - Venda de produção do estabelecimento, destinada a não contribuinte.;Classificam-se neste código as vendas de produtos industrializados ou produzidos por estabelecimento de produtor rural, destinadas a não contribuintes. Quaisquer operações de venda destinadas a não contribuintes deverão ser classificadas neste código.;;;;;;;;;;;;;;;;;;;;;;;;;;;
